FBBP_var ,diode_power_avg PB_var 0 FBBN_var 0 ,diode_power_avg PB_var 0 FBBN_var 0.45 ,diode_power_avg PB_var 0 FBBN_var 0.9 ,diode_power_avg PB_var 0 FBBN_var 1.35 ,diode_power_avg PB_var 0 FBBN_var 1.8 ,diode_power_avg PB_var 8e-09 FBBN_var 0 ,diode_power_avg PB_var 8e-09 FBBN_var 0.45 ,diode_power_avg PB_var 8e-09 FBBN_var 0.9 ,diode_power_avg PB_var 8e-09 FBBN_var 1.35 ,diode_power_avg PB_var 8e-09 FBBN_var 1.8 ,diode_power_avg PB_var 1.6e-08 FBBN_var 0 ,diode_power_avg PB_var 1.6e-08 FBBN_var 0.45 ,diode_power_avg PB_var 1.6e-08 FBBN_var 0.9 ,diode_power_avg PB_var 1.6e-08 FBBN_var 1.35 ,diode_power_avg PB_var 1.6e-08 FBBN_var 1.8 
-1.800,2.342E-9,2.924E-9,4.589E-9,9.331E-9,22.64E-9,578.9E-12,1.160E-9,2.825E-9,7.565E-9,20.87E-9,413.2E-12,994.5E-12,2.659E-9,7.399E-9,20.70E-9
-1.350,1.172E-9,1.753E-9,3.418E-9,8.158E-9,21.46E-9,436.1E-12,1.017E-9,2.682E-9,7.422E-9,20.72E-9,373.6E-12,954.9E-12,2.620E-9,7.359E-9,20.66E-9
-900.0E-3,687.4E-12,1.269E-9,2.934E-9,7.673E-9,20.97E-9,383.1E-12,964.4E-12,2.629E-9,7.368E-9,20.67E-9,359.9E-12,941.2E-12,2.606E-9,7.345E-9,20.64E-9
-450.0E-3,489.1E-12,1.070E-9,2.735E-9,7.474E-9,20.77E-9,363.7E-12,945.0E-12,2.610E-9,7.348E-9,20.64E-9,355.1E-12,936.3E-12,2.601E-9,7.340E-9,20.63E-9
0.000,408.2E-12,989.4E-12,2.654E-9,7.392E-9,20.68E-9,356.7E-12,937.9E-12,2.602E-9,7.340E-9,20.63E-9,353.5E-12,934.7E-12,2.599E-9,7.337E-9,20.62E-9
