FBBP_var ,static_power_avg PB_var 0 FBBN_var 0 ,static_power_avg PB_var 0 FBBN_var 0.45 ,static_power_avg PB_var 0 FBBN_var 0.9 ,static_power_avg PB_var 0 FBBN_var 1.35 ,static_power_avg PB_var 0 FBBN_var 1.8 ,static_power_avg PB_var 8e-09 FBBN_var 0 ,static_power_avg PB_var 8e-09 FBBN_var 0.45 ,static_power_avg PB_var 8e-09 FBBN_var 0.9 ,static_power_avg PB_var 8e-09 FBBN_var 1.35 ,static_power_avg PB_var 8e-09 FBBN_var 1.8 ,static_power_avg PB_var 1.6e-08 FBBN_var 0 ,static_power_avg PB_var 1.6e-08 FBBN_var 0.45 ,static_power_avg PB_var 1.6e-08 FBBN_var 0.9 ,static_power_avg PB_var 1.6e-08 FBBN_var 1.35 ,static_power_avg PB_var 1.6e-08 FBBN_var 1.8 
-1.800,5.066E-9,5.648E-9,7.313E-9,12.06E-9,25.37E-9,605.6E-12,747.3E-12,1.183E-9,2.516E-9,6.555E-9,170.4E-12,230.2E-12,421.3E-12,1.029E-9,2.946E-9
-1.350,2.269E-9,2.851E-9,4.516E-9,9.257E-9,22.56E-9,266.5E-12,408.2E-12,844.0E-12,2.177E-9,6.215E-9,77.11E-12,136.9E-12,328.0E-12,936.0E-12,2.853E-9
-900.0E-3,1.113E-9,1.694E-9,3.359E-9,8.099E-9,21.40E-9,141.0E-12,282.8E-12,718.5E-12,2.051E-9,6.089E-9,44.52E-12,104.3E-12,295.4E-12,903.5E-12,2.820E-9
-450.0E-3,638.7E-12,1.220E-9,2.885E-9,7.623E-9,20.92E-9,94.95E-12,236.7E-12,672.4E-12,2.005E-9,6.043E-9,33.24E-12,92.99E-12,284.1E-12,892.1E-12,2.809E-9
0.000,445.4E-12,1.027E-9,2.691E-9,7.429E-9,20.72E-9,78.13E-12,219.8E-12,655.5E-12,1.988E-9,6.025E-9,29.36E-12,89.11E-12,280.3E-12,888.2E-12,2.805E-9
