FBBP_var ,EOP FBBN_var 0 ,EOP FBBN_var 0.15 ,EOP FBBN_var 0.3 ,EOP FBBN_var 0.45 ,EOP FBBN_var 0.6 ,EOP FBBN_var 0.75 ,EOP FBBN_var 0.9 
-900.0E-3,363.4E-18,371.8E-18,383.2E-18,398.7E-18,419.9E-18,448.9E-18,488.3E-18
-750.0E-3,272.9E-18,281.2E-18,292.6E-18,308.1E-18,329.2E-18,358.1E-18,397.5E-18
-600.0E-3,207.9E-18,216.2E-18,227.6E-18,243.1E-18,264.2E-18,293.0E-18,332.3E-18
-450.0E-3,161.3E-18,169.6E-18,180.9E-18,196.4E-18,217.5E-18,246.3E-18,285.6E-18
-300.0E-3,127.8E-18,136.1E-18,147.4E-18,162.9E-18,183.9E-18,212.7E-18,251.9E-18
-150.0E-3,103.7E-18,112.0E-18,123.3E-18,138.7E-18,159.8E-18,188.5E-18,227.7E-18
0.000,86.32E-18,94.60E-18,105.9E-18,121.3E-18,142.4E-18,171.1E-18,210.3E-18
