FBBP_var ,EOP FBBN_var 0 ,EOP FBBN_var 0.15 ,EOP FBBN_var 0.3 ,EOP FBBN_var 0.45 ,EOP FBBN_var 0.6 ,EOP FBBN_var 0.75 ,EOP FBBN_var 0.9 
-900.0E-3,3.223E-15,3.269E-15,3.329E-15,3.410E-15,3.520E-15,3.675E-15,3.900E-15
-750.0E-3,3.006E-15,3.049E-15,3.107E-15,3.184E-15,3.288E-15,3.434E-15,3.642E-15
-600.0E-3,2.851E-15,2.893E-15,2.948E-15,3.022E-15,3.122E-15,3.260E-15,3.455E-15
-450.0E-3,2.739E-15,2.779E-15,2.833E-15,2.904E-15,3.001E-15,3.133E-15,3.319E-15
-300.0E-3,2.657E-15,2.696E-15,2.748E-15,2.818E-15,2.912E-15,3.040E-15,3.218E-15
-150.0E-3,2.595E-15,2.633E-15,2.684E-15,2.753E-15,2.845E-15,2.970E-15,3.142E-15
0.000,2.548E-15,2.586E-15,2.636E-15,2.703E-15,2.793E-15,2.916E-15,3.084E-15
