FBBP_var ,power_avg FBBN_var 0 ,power_avg FBBN_var 0.15 ,power_avg FBBN_var 0.3 ,power_avg FBBN_var 0.45 ,power_avg FBBN_var 0.6 ,power_avg FBBN_var 0.75 ,power_avg FBBN_var 0.9 
-900.0E-3,65.86E-9,67.04E-9,68.55E-9,70.53E-9,73.16E-9,76.73E-9,81.67E-9
-750.0E-3,62.03E-9,63.17E-9,64.62E-9,66.53E-9,69.06E-9,72.49E-9,77.21E-9
-600.0E-3,59.28E-9,60.37E-9,61.78E-9,63.63E-9,66.08E-9,69.40E-9,73.94E-9
-450.0E-3,57.28E-9,58.34E-9,59.70E-9,61.49E-9,63.88E-9,67.10E-9,71.51E-9
-300.0E-3,55.81E-9,56.82E-9,58.15E-9,59.89E-9,62.23E-9,65.37E-9,69.67E-9
-150.0E-3,54.71E-9,55.68E-9,56.97E-9,58.68E-9,60.96E-9,64.05E-9,68.25E-9
0.000,53.87E-9,54.81E-9,56.06E-9,57.73E-9,59.98E-9,63.02E-9,67.15E-9
