FBBP_var ,DUT_Power FBBN_var 0 ,DUT_Power FBBN_var 0.15 ,DUT_Power FBBN_var 0.3 ,DUT_Power FBBN_var 0.45 ,DUT_Power FBBN_var 0.6 ,DUT_Power FBBN_var 0.75 ,DUT_Power FBBN_var 0.9 
-900.0E-3,13.52E-9,14.30E-9,15.35E-9,16.77E-9,18.69E-9,21.28E-9,24.77E-9
-750.0E-3,10.50E-9,11.27E-9,12.33E-9,13.74E-9,15.66E-9,18.24E-9,21.73E-9
-600.0E-3,8.329E-9,9.106E-9,10.16E-9,11.57E-9,13.49E-9,16.07E-9,19.55E-9
-450.0E-3,6.773E-9,7.550E-9,8.599E-9,10.01E-9,11.92E-9,14.50E-9,17.98E-9
-300.0E-3,5.655E-9,6.432E-9,7.480E-9,8.894E-9,10.80E-9,13.38E-9,16.85E-9
-150.0E-3,4.851E-9,5.627E-9,6.674E-9,8.087E-9,9.995E-9,12.57E-9,16.04E-9
0.000,4.271E-9,5.047E-9,6.093E-9,7.505E-9,9.411E-9,11.98E-9,15.45E-9
