FBBP_var ,static_power_avg PB_var 0 FBBN_var 0 ,static_power_avg PB_var 0 FBBN_var 0.45 ,static_power_avg PB_var 0 FBBN_var 0.9 ,static_power_avg PB_var 0 FBBN_var 1.35 ,static_power_avg PB_var 0 FBBN_var 1.8 ,static_power_avg PB_var 8e-09 FBBN_var 0 ,static_power_avg PB_var 8e-09 FBBN_var 0.45 ,static_power_avg PB_var 8e-09 FBBN_var 0.9 ,static_power_avg PB_var 8e-09 FBBN_var 1.35 ,static_power_avg PB_var 8e-09 FBBN_var 1.8 ,static_power_avg PB_var 1.6e-08 FBBN_var 0 ,static_power_avg PB_var 1.6e-08 FBBN_var 0.45 ,static_power_avg PB_var 1.6e-08 FBBN_var 0.9 ,static_power_avg PB_var 1.6e-08 FBBN_var 1.35 ,static_power_avg PB_var 1.6e-08 FBBN_var 1.8 
-1.800,182.9E-9,184.5E-9,188.9E-9,201.4E-9,236.9E-9,13.85E-9,14.30E-9,15.70E-9,19.98E-9,32.98E-9,2.811E-9,3.018E-9,3.681E-9,5.792E-9,12.45E-9
-1.350,82.67E-9,84.19E-9,88.55E-9,101.0E-9,136.3E-9,5.329E-9,5.783E-9,7.181E-9,11.46E-9,24.45E-9,1.058E-9,1.265E-9,1.928E-9,4.038E-9,10.70E-9
-900.0E-3,35.86E-9,37.37E-9,41.71E-9,54.11E-9,89.23E-9,2.114E-9,2.568E-9,3.965E-9,8.241E-9,21.23E-9,438.7E-12,645.9E-12,1.309E-9,3.419E-9,10.08E-9
-450.0E-3,15.40E-9,16.92E-9,21.25E-9,33.63E-9,68.68E-9,920.4E-12,1.375E-9,2.771E-9,7.046E-9,20.03E-9,222.4E-12,429.7E-12,1.093E-9,3.202E-9,9.859E-9
0.000,6.809E-9,8.319E-9,12.65E-9,25.02E-9,60.04E-9,481.7E-12,935.8E-12,2.332E-9,6.607E-9,19.59E-9,147.6E-12,354.8E-12,1.018E-9,3.127E-9,9.784E-9
