FBBP_var ,static_power_avg PB_var 0 FBBN_var 0 ,static_power_avg PB_var 0 FBBN_var 0.45 ,static_power_avg PB_var 0 FBBN_var 0.9 ,static_power_avg PB_var 0 FBBN_var 1.35 ,static_power_avg PB_var 0 FBBN_var 1.8 ,static_power_avg PB_var 8e-09 FBBN_var 0 ,static_power_avg PB_var 8e-09 FBBN_var 0.45 ,static_power_avg PB_var 8e-09 FBBN_var 0.9 ,static_power_avg PB_var 8e-09 FBBN_var 1.35 ,static_power_avg PB_var 8e-09 FBBN_var 1.8 ,static_power_avg PB_var 1.6e-08 FBBN_var 0 ,static_power_avg PB_var 1.6e-08 FBBN_var 0.45 ,static_power_avg PB_var 1.6e-08 FBBN_var 0.9 ,static_power_avg PB_var 1.6e-08 FBBN_var 1.35 ,static_power_avg PB_var 1.6e-08 FBBN_var 1.8 
-1.800,27.46E-9,29.80E-9,36.48E-9,55.40E-9,107.8E-9,3.423E-9,3.840E-9,5.123E-9,9.044E-9,20.90E-9,993.3E-12,1.146E-9,1.636E-9,3.194E-9,8.101E-9
-1.350,12.20E-9,14.54E-9,21.21E-9,40.13E-9,92.52E-9,1.418E-9,1.835E-9,3.118E-9,7.038E-9,18.89E-9,420.6E-12,574.3E-12,1.063E-9,2.621E-9,7.528E-9
-900.0E-3,5.773E-9,8.108E-9,14.78E-9,33.69E-9,86.07E-9,668.7E-12,1.086E-9,2.369E-9,6.289E-9,18.14E-9,218.7E-12,371.8E-12,861.6E-12,2.419E-9,7.326E-9
-450.0E-3,3.114E-9,5.448E-9,12.12E-9,31.03E-9,83.40E-9,392.2E-12,809.3E-12,2.092E-9,6.013E-9,17.87E-9,148.2E-12,301.3E-12,791.0E-12,2.348E-9,7.255E-9
0.000,2.024E-9,4.358E-9,11.03E-9,29.94E-9,82.31E-9,289.8E-12,707.1E-12,1.990E-9,5.910E-9,17.76E-9,123.7E-12,276.8E-12,766.6E-12,2.324E-9,7.231E-9
